prof_id,paper_id
1,0
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,39
2,40
2,41
2,42
2,43
2,44
2,45
2,46
2,47
2,48
2,49
3,50
3,51
3,52
3,53
3,54
3,55
3,56
3,57
3,58
3,59
3,60
3,61
3,62
3,63
3,64
3,65
3,66
3,67
3,68
3,69
3,70
3,71
3,72
3,73
3,74
3,75
3,76
3,77
3,78
3,79
3,80
3,81
3,82
3,83
3,84
3,85
3,86
3,87
3,88
3,89
3,90
3,91
3,92
3,93
3,94
3,95
3,96
3,97
3,98
3,99
3,100
3,101
3,102
3,103
3,104
3,105
3,106
3,107
3,108
3,109
3,110
3,111
3,112
3,113
3,114
3,115
3,116
3,117
3,118
3,119
3,120
3,121
3,122
3,123
3,124
3,125
3,126
3,127
3,128
3,129
3,130
3,131
3,132
3,133
3,134
3,135
3,136
3,137
3,138
3,139
3,140
3,141
3,142
3,143
3,144
3,145
3,146
3,147
3,148
3,149
4,150
4,151
4,152
4,153
4,154
4,155
4,156
4,157
4,158
4,159
4,160
4,161
4,162
4,163
4,43
4,46
5,164
5,165
5,166
5,167
5,168
5,169
5,170
5,171
5,172
5,173
5,174
5,175
5,176
5,177
5,178
5,179
5,180
5,181
5,182
5,183
5,184
5,185
5,186
5,187
5,188
5,189
5,190
5,191
5,192
5,193
5,194
5,195
5,196
5,197
5,198
5,199
5,200
5,201
5,202
5,203
5,204
5,205
5,206
5,207
5,208
5,209
5,210
5,211
5,212
5,213
5,214
5,215
5,216
5,217
5,218
5,219
5,220
5,221
5,222
5,223
5,224
5,225
5,226
5,227
5,228
5,229
5,230
5,231
5,232
5,233
5,234
5,235
5,236
5,237
5,238
5,239
5,240
5,241
5,242
5,243
5,244
5,245
5,246
5,247
5,248
5,249
5,250
5,251
5,252
5,253
5,254
5,255
5,256
5,257
5,258
5,259
5,260
5,261
5,262
5,263
6,264
6,265
6,266
6,267
6,268
6,269
6,270
6,271
6,272
6,273
6,274
7,275
7,276
7,277
7,278
7,279
7,280
7,151
7,281
7,282
7,283
7,284
7,285
7,286
7,287
7,288
7,289
7,290
7,291
7,292
7,293
7,294
7,295
7,296
7,297
7,298
7,299
7,300
7,301
7,302
7,303
7,304
7,305
7,306
7,307
7,308
7,309
7,310
7,311
7,312
7,313
7,314
7,315
7,316
7,317
7,318
7,319
7,320
7,321
7,322
7,323
8,324
8,325
8,326
8,327
8,328
8,329
8,330
8,331
8,332
8,333
8,334
8,335
8,336
8,337
8,338
8,339
8,340
8,341
8,342
9,343
9,344
9,345
9,346
9,347
9,348
9,349
9,350
9,351
9,352
9,353
9,354
9,355
9,356
9,357
9,358
9,359
9,360
9,361
9,362
9,363
9,364
9,365
9,366
9,367
9,368
9,369
9,370
9,371
9,372
9,373
9,374
9,375
9,376
9,377
9,378
9,379
9,380
9,381
9,382
9,383
9,384
9,385
9,386
9,387
9,388
9,389
9,390
9,391
9,392
9,393
9,394
9,395
9,396
9,397
9,398
9,399
9,400
10,401
10,402
10,403
10,404
10,405
10,406
10,407
10,408
10,409
10,410
10,411
10,412
10,413
10,414
10,415
10,416
10,417
10,418
10,419
10,420
10,421
10,422
10,423
10,424
10,425
10,426
10,427
10,428
10,429
10,430
10,431
10,432
10,433
10,434
10,435
10,436
10,437
10,438
10,439
10,440
10,441
10,442
10,443
10,444
10,445
10,446
10,447
10,448
10,449
10,450
10,451
10,452
10,453
10,454
10,455
10,456
10,457
10,458
10,459
10,460
10,461
10,462
10,463
10,464
10,465
10,466
10,467
10,468
10,469
10,470
10,471
10,472
10,473
10,474
10,475
10,476
10,477
10,478
10,479
10,480
10,481
10,482
10,483
10,484
10,485
10,486
10,487
10,488
10,489
10,490
10,491
10,492
10,493
10,494
10,495
10,496
10,497
10,498
10,499
10,500
11,501
11,502
11,503
11,504
11,505
11,506
11,507
11,508
11,509
11,510
11,511
11,512
11,513
11,514
11,515
11,516
11,517
11,518
11,519
11,520
11,521
11,522
11,523
11,524
11,525
11,526
11,527
11,528
11,529
11,530
11,531
11,532
11,533
11,534
11,535
11,536
11,537
11,538
11,539
11,540
11,541
11,542
11,543
11,544
11,545
11,546
11,547
11,548
11,549
11,550
11,551
11,552
11,553
11,554
11,555
11,556
11,557
11,558
11,559
11,560
11,561
11,562
11,563
11,564
11,565
11,566
12,567
12,568
12,569
12,570
12,571
12,572
12,573
12,574
12,575
12,576
12,577
12,578
12,579
12,580
12,581
12,582
12,583
12,584
12,585
12,586
12,587
12,588
12,589
12,590
12,591
12,592
12,593
12,594
12,595
12,596
12,597
12,598
12,599
12,600
12,601
12,602
12,603
12,604
12,605
12,606
12,607
12,608
12,609
12,610
12,611
12,612
12,613
12,614
12,615
12,616
12,617
12,618
12,619
12,620
12,621
12,622
12,623
12,624
12,625
12,626
12,627
12,628
12,629
12,630
12,631
12,632
12,633
12,634
12,635
12,636
12,637
12,638
12,639
12,640
12,641
12,642
12,643
12,644
12,645
12,646
12,647
12,648
12,649
12,650
12,651
12,652
12,653
12,654
12,655
12,656
12,657
12,658
12,659
12,660
12,661
12,662
12,663
12,664
12,665
12,666
13,667
13,668
13,669
13,670
13,671
13,672
13,673
13,674
13,675
13,676
13,677
13,678
13,679
13,680
13,681
13,682
13,683
13,684
13,685
13,686
13,687
13,688
13,689
13,690
13,691
13,692
13,693
13,694
13,695
13,696
13,697
13,698
13,699
13,700
13,701
13,702
13,703
13,704
13,705
13,706
13,707
13,708
13,709
13,710
13,711
13,712
13,713
13,714
13,715
13,716
13,18
13,717
13,718
13,719
13,720
13,721
13,722
13,723
13,724
13,725
13,726
13,727
13,728
13,729
13,730
13,731
13,732
13,733
14,734
14,735
14,736
14,737
14,738
14,279
14,739
14,740
14,741
14,742
14,743
14,744
14,745
14,746
14,747
14,748
14,749
14,750
14,751
14,752
14,753
14,435
14,754
14,32
14,755
14,326
14,756
14,757
14,445
14,758
14,759
14,760
14,761
14,762
14,763
14,764
14,765
14,766
14,767
14,768
14,769
14,770
14,476
14,771
14,772
14,773
14,774
14,775
14,776
14,777
14,778
14,779
14,780
14,781
14,782
14,783
14,784
14,785
14,786
14,787
14,788
14,789
15,790
15,791
15,792
15,793
15,794
15,795
15,796
15,797
15,798
15,799
15,800
15,801
15,802
15,803
15,804
15,805
15,806
15,807
15,808
15,809
15,810
15,811
15,812
15,813
15,814
15,815
15,816
15,817
15,818
15,819
15,820
15,821
15,822
15,823
15,824
15,825
15,826
15,827
15,828
15,829
15,830
15,831
15,832
15,833
15,834
15,835
15,836
15,837
15,838
15,839
15,840
15,841
15,842
15,843
15,844
15,845
15,846
15,847
15,848
15,849
15,850
15,851
15,852
15,853
15,854
15,855
15,856
15,857
15,858
15,859
15,860
15,861
15,862
15,863
15,864
15,865
15,866
15,867
15,868
15,869
15,870
15,871
15,872
15,873
15,874
15,875
15,876
15,877
15,878
15,879
15,880
15,881
15,882
15,883
15,884
15,885
15,886
15,887
15,888
15,889
17,890
17,891
17,892
17,893
17,894
17,895
17,896
17,897
17,898
17,899
17,900
17,901
17,902
17,903
17,904
17,905
17,906
17,907
17,742
17,743
17,908
17,909
17,745
17,910
17,911
17,912
17,913
17,914
17,915
17,916
17,917
17,918
17,27
17,919
17,920
17,921
17,922
17,923
17,924
17,925
17,926
17,927
17,435
17,928
17,929
17,754
17,930
17,32
17,931
17,932
17,933
17,934
17,445
17,935
17,936
17,937
17,758
17,938
17,939
17,759
17,940
17,941
17,760
17,942
17,943
17,944
17,453
17,945
17,762
17,946
17,763
17,947
17,948
17,949
17,458
17,950
17,461
17,951
17,952
17,953
17,768
17,954
17,955
17,956
17,957
17,958
17,959
17,960
17,961
17,770
17,962
17,963
17,964
17,965
17,966
17,967
17,968
17,969
17,970
17,971
18,972
18,973
18,974
18,975
18,976
18,977
19,978
20,979
20,980
20,981
20,982
20,983
20,984
20,985
20,986
20,987
20,988
21,989
21,990
21,991
21,992
21,993
21,994
21,995
21,996
21,997
21,998
21,999
21,1000
21,1001
21,1002
21,1003
22,1004
22,1005
22,1006
22,1007
22,1008
22,1009
22,1010
22,1011
22,1012
22,1013
22,1014
22,1015
23,1016
23,1017
23,1018
23,1019
23,1020
23,1021
23,1022
23,1023
23,1024
23,349
23,1025
23,1026
23,1027
23,1028
23,1029
23,1030
23,1031
23,1032
23,1033
23,1034
23,1035
23,1036
23,1037
23,361
23,1038
23,1039
23,1040
23,1041
23,1042
23,1043
23,1044
23,1045
23,1046
23,1047
23,1048
23,1049
23,1050
23,1051
23,1052
23,1053
23,1054
23,1055
23,1056
23,1057
23,1058
23,1059
23,1060
23,1061
23,1062
23,1063
23,1064
23,1065
23,1066
23,1067
23,1068
23,1069
23,1070
23,1071
23,1072
23,1073
23,1074
23,1075
23,1076
23,1077
23,1078
23,1079
23,1080
23,1081
23,1082
23,1083
23,1084
23,1085
23,1086
23,1087
23,1088
24,1089
24,1090
24,1091
24,1092
24,1093
24,1094
24,1095
24,1096
24,1097
24,1098
24,1099
24,1100
24,1101
24,1102
24,1103
24,1104
24,1105
24,1106
24,1107
24,1108
24,1109
24,1110
24,1111
24,1112
24,1113
24,1114
24,1115
24,1116
25,794
25,892
25,893
25,894
25,1117
25,895
25,1118
25,1119
25,898
25,903
25,1120
25,1121
25,1122
25,905
25,907
25,1123
25,1124
25,908
25,912
25,913
25,1125
25,914
25,915
25,1126
25,1127
25,919
25,920
25,921
25,1128
25,922
25,923
25,1129
25,1130
25,435
25,928
25,754
25,930
25,32
25,931
25,932
25,933
25,1131
25,1132
25,445
25,1133
25,758
25,938
25,939
25,759
25,941
25,942
25,943
25,1134
25,1135
25,763
25,949
25,1136
25,458
25,1137
25,951
25,1138
25,1139
25,952
25,1140
25,953
25,954
25,955
25,956
25,1141
25,957
25,958
25,1142
25,1143
25,961
25,963
25,964
25,1144
25,1145
25,966
25,967
25,968
25,969
25,970
25,971
25,1146
25,474
25,1147
25,1148
25,476
25,1149
25,1150
25,1151
25,1152
25,1153
25,1154
25,1155
25,1156
25,1157
25,1158
25,1159
26,275
26,1160
26,276
26,277
26,738
26,278
26,279
26,739
26,280
26,1161
26,1162
26,1163
26,1164
26,1165
26,151
26,281
26,751
26,282
26,1166
26,1167
26,27
26,1168
26,1169
26,1170
26,283
26,1171
26,1172
26,1173
26,1174
26,435
26,1175
26,1176
26,437
26,32
26,285
26,286
26,1177
26,1178
26,934
26,288
26,289
26,1179
26,1180
26,1181
26,290
26,1182
26,1183
26,1184
26,1185
26,1186
26,291
26,1187
26,1188
26,456
26,1189
26,1190
26,1191
26,1192
26,292
26,461
26,293
26,1193
26,1194
26,1195
26,1196
26,1197
26,1198
26,1199
26,1200
26,1201
26,296
26,297
26,1202
26,298
26,1203
26,1204
26,1205
26,476
26,1206
26,1207
26,1208
26,1209
26,1210
26,1211
26,1212
26,1213
26,1214
26,302
26,1215
26,1216
26,1217
26,303
26,1218
26,1219
26,1220
26,1221
26,1222
26,1223
26,1224
26,1225
27,12
27,18
28,736
28,1226
28,1227
28,279
28,1228
28,740
28,1229
28,1230
28,1231
28,1232
28,746
28,1233
28,1234
28,748
28,1235
28,1236
28,1237
28,1238
28,1239
28,1240
28,1241
28,1242
28,1243
28,1244
28,1245
28,1246
28,1247
28,1248
28,1249
28,1250
28,765
28,1251
28,1252
28,1253
28,1254
28,1255
28,1256
28,1257
28,1258
28,1259
28,1260
28,1261
28,1262
28,1263
28,1264
28,1265
28,1266
28,1267
28,1268
28,1269
28,1270
28,1271
28,1272
28,1273
28,1274
28,1275
28,1276
28,1277
28,1278
28,1279
28,1280
28,1281
28,1282
28,1283
28,1284
28,1285
28,1286
28,1287
28,1288
28,1289
28,1290
28,1291
28,1292
28,1293
28,1294
28,1295
28,1296
28,1297
28,1298
28,1299
28,1300
28,1301
28,1302
28,1303
28,1304
28,1305
28,1306
28,1307
28,1308
28,1309
28,1310
28,1311
28,1312
28,1313
28,1314
28,1315
28,1316
28,1317
28,1318
28,1319
29,1320
29,1321
29,1322
29,1323
29,1324
29,1325
29,1326
29,1327
30,1328
30,1329
30,1161
30,1330
30,1331
30,1182
30,1332
30,1333
30,1334
30,1335
30,1336
30,1337
30,1338
30,1339
30,1340
30,1341
30,1342
30,1343
30,1344
30,1345
30,1346
30,1347
30,1348
30,1349
30,1350
30,1351
30,1352
30,1353
30,1354
31,1355
31,151
31,749
31,1356
31,753
31,435
31,1357
31,1358
31,1198
31,1359
31,159
31,1360
31,160
31,1361
32,1362
32,1363
33,1364
33,1365
33,1366
33,1367
33,1368
33,1369
33,1370
33,1371
33,1372
33,1373
33,1374
33,1375
33,1376
33,1377
33,1378
33,1379
33,1380
33,1381
33,1382
33,1383
33,1384
33,1385
33,1386
33,1387
33,1388
33,1389
33,1390
33,1391
33,1392
33,1393
33,1394
33,1395
33,1396
33,1397
33,1398
33,1399
33,1400
33,1401
33,1402
33,1403
33,1404
33,1405
33,1406
33,1407
33,1408
33,1409
33,1410
33,1411
33,1412
33,1413
33,1414
33,1415
33,1416
33,1417
33,1418
33,1419
33,1420
33,1421
33,1422
33,1423
33,1424
33,1425
33,1426
33,1427
33,1428
33,1429
33,1430
33,1431
33,1432
33,1433
33,1434
33,1435
33,1436
33,1437
33,1438
33,1439
33,1440
33,1441
33,1442
33,1443
33,1444
33,1445
33,1446
33,1447
33,1448
33,1449
33,1450
33,1451
33,1452
33,1453
33,1454
33,1455
33,1456
33,1457
33,1458
33,1459
33,1460
33,1461
33,1462
33,1463
34,1464
34,1465
34,1466
34,1467
34,1468
34,367
34,1469
34,1470
34,1471
34,1472
34,1473
34,1474
34,1475
34,1476
34,1477
34,1478
34,1479
34,1480
34,1481
34,1482
34,1483
34,1484
34,1485
34,1486
34,1487
34,1488
34,1489
34,1490
34,1491
34,1492
34,1493
34,1494
34,1495
34,1496
34,1497
34,1498
35,1499
35,1500
35,1501
35,1502
35,1503
35,1504
35,1505
35,1506
35,1507
35,1508
35,1509
35,1510
35,1511
35,1512
35,1513
35,1514
35,1515
35,1516
35,1517
35,1518
35,1519
35,1520
35,1521
35,1522
35,1523
35,1524
35,1525
35,1526
35,1527
35,1528
35,1529
35,1530
35,1531
35,1532
35,1533
35,1534
35,1535
35,1536
35,1537
35,1538
35,1539
35,1540
35,1541
35,1542
35,1543
35,1544
35,1545
35,1546
35,1547
35,1548
36,1549
36,1550
36,1551
36,1552
36,1553
36,24
36,25
36,1554
36,1555
36,1556
36,1557
36,1558
36,1559
36,1560
36,1561
36,1562
36,1563
36,1564
36,1565
36,1566
36,1567
36,1568
36,1569
36,1570
36,1571
36,1572
36,1573
36,1574
36,1575
36,1576
36,1577
36,1578
36,1579
36,26
36,1580
36,1581
36,1582
36,1583
36,1584
36,1585
36,1586
36,1587
36,1588
36,1589
36,1590
36,1591
36,1592
36,1593
36,1594
36,1595
36,66
36,1596
36,1597
36,67
36,1598
36,1599
36,28
36,29
36,1600
36,1601
36,1602
36,1603
36,1604
36,30
36,1605
36,1606
36,1607
36,1608
36,1609
36,31
36,435
36,1610
36,1611
36,1612
36,1613
36,1614
36,1615
36,1616
36,1617
36,1618
36,1619
36,1620
36,1621
36,1622
36,1623
36,1624
36,1625
36,79
36,80
36,1626
36,1627
36,1628
36,1629
36,1630
36,1631
36,1632
36,1633
36,1634
36,1635
36,1636
37,1637
37,1638
37,1639
37,1640
37,1641
38,1642
38,1643
38,1644
38,1645
38,1646
38,1647
38,1648
38,1649
38,1650
38,1651
38,1652
38,1653
38,1654
38,1655
38,1656
38,1657
38,1658
38,1659
38,1660
38,1661
38,1662
38,1663
38,1664
38,1665
38,1666
38,1667
38,1668
38,1669
38,1670
38,1671
38,1672
38,1673
38,1674
38,1675
38,1676
38,1677
38,1678
38,1679
38,1680
38,1681
38,1682
38,1683
38,1684
38,1685
38,1686
38,1687
38,1688
38,1689
38,1690
38,1691
38,1692
38,1693
38,1694
38,1695
38,1696
38,1697
38,1698
38,1699
38,1700
38,1701
38,1702
38,1703
38,1704
38,1705
38,1706
38,1707
38,1708
38,1709
38,1710
38,1711
38,1712
38,1713
38,1714
38,1715
38,1716
38,1717
38,1718
38,1719
38,1720
38,1721
38,1722
38,1723
38,1724
38,1725
38,1726
38,1727
38,1728
38,1729
38,1730
38,1731
38,1732
38,1733
38,1734
38,1735
38,1736
38,1737
38,1738
38,1739
38,1740
38,1741
